JobTitle,JobYear,JobLink,JobType,JobField,JobSource,JobLink_norm
University of Alabama (AL) - Associate Professor of Creative Writing - CAMPUS INTERVIEWS SCHEDULED,2015,http://english.ua.edu/grad/cw | https://facultyjobs.ua.edu/postings/36029,TT,CreativeWriting,Wiki,http://english.ua.edu/grad/cw | https://facultyjobs.ua.edu/postings/36029
University of Central Arkansas (AR) - TT Asst. Professor of Professional and Creative Writing -- OFFER ACCEPTED,2015,https://jobs.uca.edu/ | https://jobs.uca.edu/postings/1380 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175962181&Title=Assistant%20Professor%20-%20Professional%20and%20Creative%20Writing,TT,CreativeWriting,Wiki,https://jobs.uca.edu/ | https://jobs.uca.edu/postings/1380 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175962181&Title=Assistant%20Professor%20-%20Professional%20and%20Creative%20Writing
University of Houston (TX) - Associate Professor - Creative Writing Pedagogy,2015,http://jobs.uh.edu/postings/23262 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175992891&Title=Associate%20Professor%20-%20Creative%20Writing%20Pedagogy | http://www.uh.edu/class/news/archive/2015/january/creative-writing-pedagogy-program/,TT,CreativeWriting,Wiki,http://jobs.uh.edu/postings/23262 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175992891&Title=Associate%20Professor%20-%20Creative%20Writing%20Pedagogy | http://www.uh.edu/class/news/archive/2015/january/creative-writing-pedagogy-program/
"University of Houston, Clear Lake (TX) - Asst. Prof. - Literature / Creative Writing (Narrative Fiction or Non-Fiction) - PHONE INTERVIEWS SCHEDULED",2015,https://apply.interfolio.com/27162,TT,CreativeWriting,Wiki,https://apply.interfolio.com/27162
University of Michigan-Flint (MI) - TT Assistant Professor of English (Creative Writing) - CANCELLED,2015,http://umjobs.org/job_detail/105691/asst_professor_of_creative_writing | http://www.UMjobs.org/ | https://apply.interfolio.com/28736,TT,CreativeWriting,Wiki,http://umjobs.org/job_detail/105691/asst_professor_of_creative_writing | http://www.UMjobs.org/ | https://apply.interfolio.com/28736
"University of Nevada, Las Vegas (NV) - TT Asst. Professor, Literary Non-Fiction / Fiction",2015,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176029587&Title=Literary%20Non-Fiction%2FFiction%20Assistant%20Professor%20%5B15316%5D,TT,CreativeWriting,Wiki,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176029587&Title=Literary%20Non-Fiction%2FFiction%20Assistant%20Professor%20%5B15316%5D
University of New Hampshire (NH) - TT Assistant Professor of English (Creative Nonfiction and Fiction) - SKYPE INTERVIEWS SCHEDULED,2015,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175915887&Title=Assistant%20Professor%20of%20English%20%2F%20Creative%20Nonfiction%20and%20Fiction | http://www.unh.edu/hr/ | http://www.indeed.com/rc/clk?jk=172dc30b2da1beaf,TT,CreativeWriting,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175915887&Title=Assistant%20Professor%20of%20English%20%2F%20Creative%20Nonfiction%20and%20Fiction | http://www.unh.edu/hr/ | http://www.indeed.com/rc/clk?jk=172dc30b2da1beaf
"University of New Hampshire, Manchester (NH) - TT Asst. Prof. - Writing Specialist (incl. Creative Writing) - OFFER ACCEPTED",2015,https://chroniclevitae.com/jobs/0000860973-01#sthash.7VpadHqx.dpuf,TT,CreativeWriting,Wiki,https://chroniclevitae.com/jobs/0000860973-01#sthash.7VpadHqx.dpuf
University of Nottingham (UK) - Asst. Professor of Creative Writing - POSITION FILLED,2015,http://www.nottingham.ac.uk/english | http://jobs.nottingham.ac.uk/Vacancy.aspx?id=2123&forced=1,TT,CreativeWriting,Wiki,http://www.nottingham.ac.uk/english | http://jobs.nottingham.ac.uk/Vacancy.aspx?id=2123&forced=1
University of South Alabama (AL) - TT Assistant or Associate Professor of Creative Writing - OFFER ACCEPTED,2015,http://www.southalabama.edu/colleges/artsandsci/english/ | https://apply.interfolio.com/26371,TT,CreativeWriting,Wiki,http://www.southalabama.edu/colleges/artsandsci/english/ | https://apply.interfolio.com/26371
University of St. Thomas (MN) - TT Assistant Professors in Creative Writing (2 Positions) - OFFERS ACCEPTED,2015,http://www.Click2Apply.net/n27tmtw | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175941799&Title=oneclickorders%40jobtarget.com,TT,CreativeWriting,Wiki,http://www.Click2Apply.net/n27tmtw | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175941799&Title=oneclickorders%40jobtarget.com
University of Tampa (FL) - Asst. Professor of English (Creative Writing),2015,http://jobs.ut.edu/applicants/Central?quickFind=52362,TT,CreativeWriting,Wiki,http://jobs.ut.edu/applicants/Central?quickFind=52362
"University of Tennessee-Chattanooga (TN) - TT Assistant Professor, Creative Non-Fiction & Fiction",2015,mailto:facultyvitae43@utc.edu,TT,CreativeWriting,Wiki,mailto:facultyvitae43@utc.edu
Utah Valley University (UT) - Assistant Professor - Creative Writing - MLA / SKYPE INTERVIEWS SCHEDULED,2015,https://www.uvu.jobs/postings/11071,TT,CreativeWriting,Wiki,https://www.uvu.jobs/postings/11071
"Western Kentucky University (KY) - TT Asst. Professor of English, Scriptwriting (Film, Television, and/or Theatre) - PHONE INTERVIEWS SCHEDULED",2015,http://apply.interfolio.com/27416 | http://apply.interfolio.com/27416,TT,CreativeWriting,Wiki,http://apply.interfolio.com/27416 | http://apply.interfolio.com/27416
Western New Mexico University (NM) - TT Assistant Professor of English (Fiction and Screenwriting) - POSITION FILLED,2015,http://www.wnmu.edu/jobs/employmentapp.shtml | https://chroniclevitae.com/jobs/0000866436-01#sthash.pS6DBhc5.dpuf,TT,CreativeWriting,Wiki,http://www.wnmu.edu/jobs/employmentapp.shtml | https://chroniclevitae.com/jobs/0000866436-01#sthash.pS6DBhc5.dpuf
"Willamette University (OR) - Asst. Professor of English, Creative Writing - OFFER MADE AND ACCEPTED",2015,https://jobs.willamette.edu/ | http://www.willamette.edu/cla/english/ | https://jobs.willamette.edu/postings/1327 | https://chroniclevitae.com/jobs/0000843674-01,TT,CreativeWriting,Wiki,https://jobs.willamette.edu/ | http://www.willamette.edu/cla/english/ | https://jobs.willamette.edu/postings/1327 | https://chroniclevitae.com/jobs/0000843674-01
Bard College (NY) - Bard Fiction Prize 2015,2015,http://www.bard.edu/bfp/,TT,CreativeWriting,Wiki,http://www.bard.edu/bfp/
Bates College (ME) - Mellon Postdoc in English (Poet or Creative Non-Fiction Writer) - OFFER ACCEPTED,2015,http://apply.interfolio.com/28484 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=176009231&Title=Department%20of%20English-Mellon%20Post-doctoral%20Fellowship,TT,CreativeWriting,Wiki,http://apply.interfolio.com/28484 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=176009231&Title=Department%20of%20English-Mellon%20Post-doctoral%20Fellowship
Bowling Green State University (OH) - Arts and Sciences Distinguished Visiting Writer (Fiction Writing),2015,http://www.bgsu.edu//departments/english/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175962660&Title=Arts%20%26%20Sciences%20Distinguished%20Visiting%20Writer,TT,CreativeWriting,Wiki,http://www.bgsu.edu//departments/english/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175962660&Title=Arts%20%26%20Sciences%20Distinguished%20Visiting%20Writer
Bucknell University (PA) - Stadler Fellowships (Poetry),2015,http://www.bucknell.edu/script/stadlercenter/applications/ | http://www.bucknell.edu/centers-institutes-and-resources/stadler-center-for-poetry/programs-and-residencies/stadler-fellowships.html,TT,CreativeWriting,Wiki,http://www.bucknell.edu/script/stadlercenter/applications/ | http://www.bucknell.edu/centers-institutes-and-resources/stadler-center-for-poetry/programs-and-residencies/stadler-fellowships.html
"California Polytechnic State University, San Luis Obispo (CA) - Full-Time Lecturer in Fiction (1 yr. renewable)",2015,https://www.calpolyjobs.org/applicants/Central?quickFind=164379 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=176018301&Title=Full-Time%20Lecturer%20in%20English,Non-TT,CreativeWriting,Wiki,https://www.calpolyjobs.org/applicants/Central?quickFind=164379 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=176018301&Title=Full-Time%20Lecturer%20in%20English
Coastal Carolina University (SC) - Visiting Assistant Professor of Fiction Writing and Literary Journal Editing,2015,https://www.higheredjobs.com/search/details.cfm?JobCode=176064557&Title=Visiting%20Assistant%20Professor%20of%20Fiction%20Writing%20%26%20Literary%20Journal%20Editing,Non-TT,CreativeWriting,Wiki,https://www.higheredjobs.com/search/details.cfm?JobCode=176064557&Title=Visiting%20Assistant%20Professor%20of%20Fiction%20Writing%20%26%20Literary%20Journal%20Editing
Colby College (ME) - Visiting Assistant Professor (Creative Nonfiction Writing) - OFFER ACCEPTED,2015,mailto:CreativeNonfictionSearch@colby.edu | https://apply.interfolio.com/27439,Non-TT,CreativeWriting,Wiki,mailto:CreativeNonfictionSearch@colby.edu | https://apply.interfolio.com/27439
Colgate University (NY) - Olive B. O'Connor Fellowship in Creative Writing (Fiction / Nonfiction) - OFFERS ACCEPTED,2015,https://academicjobsonline.org/ajo/jobs/4538 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175947423&Title=Olive%20B.%20O%27Connor%20Creative%20Writing%20Fellowships,TT,CreativeWriting,Wiki,https://academicjobsonline.org/ajo/jobs/4538 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175947423&Title=Olive%20B.%20O%27Connor%20Creative%20Writing%20Fellowships
"Columbia College Chicago (IL) - LAS Emerging NonFiction Writer-In-Residence Lectureship, Creative Writing",2015,http://www.colum.edu/EmploymentServices | https://apply.interfolio.com/27820,TT,CreativeWriting,Wiki,http://www.colum.edu/EmploymentServices | https://apply.interfolio.com/27820
DePauw University (IN) - Asst. Professor - Creative Nonfiction (1 yr. Appt) - POSITION FILLED,2015,http://apply.interfolio.com/29073 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176031330&Title=Assistant%20Professor%20of%20English%20%28Fiction%20Writing%29,TT,CreativeWriting,Wiki,http://apply.interfolio.com/29073 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176031330&Title=Assistant%20Professor%20of%20English%20%28Fiction%20Writing%29
DePauw University (IN) - Asst. Professor - Fiction (1 yr. Appt) - POSITION FILLED,2015,http://apply.interfolio.com/29072 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176031332&Title=Assistant%20Professor%20of%20English%20%28Creative%20Nonfiction%2FJournalism%29,TT,CreativeWriting,Wiki,http://apply.interfolio.com/29072 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176031332&Title=Assistant%20Professor%20of%20English%20%28Creative%20Nonfiction%2FJournalism%29
Earlham College (IN) - 1 yr. Visiting Assistant Professor of Creative Writing - SKYPE INTERVIEW STAGE,2015,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176040643&Title=Visiting%20Assistant%20Professor%20of%20Creative%20Writing,Non-TT,CreativeWriting,Wiki,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176040643&Title=Visiting%20Assistant%20Professor%20of%20Creative%20Writing
Eastern Kentucky University (KY) - Visiting Asst. Professor - Fiction,2015,http://jobs.eku.edu/applicants/Central?quickFind=77557 | https://www.higheredjobs.com/search/details.cfm?JobCode=176046336&Title=Visiting%20Assistant%20Prof.%20of%20Creative%20Writing,TT,CreativeWriting,Wiki,http://jobs.eku.edu/applicants/Central?quickFind=77557 | https://www.higheredjobs.com/search/details.cfm?JobCode=176046336&Title=Visiting%20Assistant%20Prof.%20of%20Creative%20Writing
Franklin Pierce University (NH) - Visiting Assistant Professor of English (Poetry and Creative Writing),2015,mailto:jobs@franklinpierce.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175997666&Title=Visiting%20Assistant%20Professor%20-%20English,Non-TT,CreativeWriting,Wiki,mailto:jobs@franklinpierce.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175997666&Title=Visiting%20Assistant%20Professor%20-%20English
"George Washington University (DC) - Jenny McKean Moore Writer-in-Washington (Fiction, 1 yr. Appt)",2015,http://www.gwu.jobs:80/postings/22986 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175950600&Title=Jenny%20McKean%20Moore%20Writer%20in%20Washington,TT,CreativeWriting,Wiki,http://www.gwu.jobs:80/postings/22986 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175950600&Title=Jenny%20McKean%20Moore%20Writer%20in%20Washington
Georgetown University (DC) - Lannan Foundation Chair of Poetics at Georgetown University  [1-3 yr. Appt.],2015,http://lannan.georgetown.edu/ | mailto:lannan@georgetown.edu | https://apply.interfolio.com/27428 | https://chroniclevitae.com/jobs/0000871935-01#sthash.Qr4yvHCs.dpuf,TT,CreativeWriting,Wiki,http://lannan.georgetown.edu/ | mailto:lannan@georgetown.edu | https://apply.interfolio.com/27428 | https://chroniclevitae.com/jobs/0000871935-01#sthash.Qr4yvHCs.dpuf
Gettysburg College (PA) - Visiting Assistant Professor (Fiction/Nonfiction) - 2015-16 - OFFER ACCEPTED,2015,http://www.gettysburg.edu/academics/english | http://gettysburg.peopleadmin.com/postings/1143 | https://chroniclevitae.com/jobs/0000858559-01#sthash.wJ3Kyfia.dpuf,Non-TT,CreativeWriting,Wiki,http://www.gettysburg.edu/academics/english | http://gettysburg.peopleadmin.com/postings/1143 | https://chroniclevitae.com/jobs/0000858559-01#sthash.wJ3Kyfia.dpuf
Grand Valley State University (MI) - Visiting Faculty Member in Creative Writing,2015,https://chroniclevitae.com/jobs/0000877658-01#sthash.sqZl3mnG.dpuf,TT,CreativeWriting,Wiki,https://chroniclevitae.com/jobs/0000877658-01#sthash.sqZl3mnG.dpuf
Green Mountain College (VT) - Asst. Professor of English Lit. and Creative Writing - 1 yr. Position,2015,mailto:employment@greenmtn.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175999852&Title=Assistant%20Professor%20of%20English%20Literature,TT,CreativeWriting,Wiki,mailto:employment@greenmtn.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175999852&Title=Assistant%20Professor%20of%20English%20Literature
Harvard University (MA)  - Briggs-Copeland Lecturer in Fiction,2015,https://apply.interfolio.com/27285,Non-TT,CreativeWriting,Wiki,https://apply.interfolio.com/27285
Harvard University (MA) - Briggs-Copeland Lecturer in Non-Fiction,2015,https://academicpositions.harvard.edu/postings/5687,Non-TT,CreativeWriting,Wiki,https://academicpositions.harvard.edu/postings/5687
Harvard University (MA) - Senior Lecturer in Fiction,2015,https://academicpositions.harvard.edu/postings/5792,Non-TT,CreativeWriting,Wiki,https://academicpositions.harvard.edu/postings/5792
Hollins University (VA) - Visiting Asst. Professor of English--SKYPE INTERVIEWS,2015,mailto:cwsearch@hollins.edu | https://chroniclevitae.com/jobs/0000874058-01#sthash.9o4O4Lwr.dpuf,TT,CreativeWriting,Wiki,mailto:cwsearch@hollins.edu | https://chroniclevitae.com/jobs/0000874058-01#sthash.9o4O4Lwr.dpuf
"Iowa State University (IA) - Adjunct Assistant or Adjunct Associate Professor of English, Creative Writing (Poetry) [January 2015 - May 2016]",2015,https://www.awpwriter.org/careers/job_view/4533/iowa_state_university,TT,CreativeWriting,Wiki,https://www.awpwriter.org/careers/job_view/4533/iowa_state_university
James Madison University (VA) - One-Year Visiting Assistant Professor of Creative Writing Poetry,2015,https://joblink.jmu.edu/applicants/Central?quickFind=62100&jtsrc=www.higheredjobs.com&jtrfr=www.peopleadmin.com&adorig=PA | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176028460&Title=One-Year%20Visiting%20Assistant%20Professor%20-%20Creative%20Writing%20Poetry,Non-TT,CreativeWriting,Wiki,https://joblink.jmu.edu/applicants/Central?quickFind=62100&jtsrc=www.higheredjobs.com&jtrfr=www.peopleadmin.com&adorig=PA | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176028460&Title=One-Year%20Visiting%20Assistant%20Professor%20-%20Creative%20Writing%20Poetry
Lebanon Valley College (PA) - Teaching Fellow in English,2015,http://apply.interfolio.com/28613 | https://chroniclevitae.com/jobs/0000873246-01#sthash.A2iBxs7P.dpuf,TT,CreativeWriting,Wiki,http://apply.interfolio.com/28613 | https://chroniclevitae.com/jobs/0000873246-01#sthash.A2iBxs7P.dpuf
Loyola University Maryland - Cardin Chair in Writing  [1 yr. Appt.],2015,https://apply.interfolio.com/27472,TT,CreativeWriting,Wiki,https://apply.interfolio.com/27472
"New College of Florida (FL) - Writer in Residence, Spring 2015 (pref. Poetry) - SKYPE INTERVIEWS SCHEDULED",2015,mailto:humanities@ncf.edu | https://apply.interfolio.com/27104,TT,CreativeWriting,Wiki,mailto:humanities@ncf.edu | https://apply.interfolio.com/27104
New Mexico State University (NM) - Visiting Assistant Professor of Creative Writing - Poetry,2015,https://jobs.nmsu.edu/postings/21911 | https://chroniclevitae.com/jobs/0000886334-01 | https://jobs.nmsu.edu/postings/22165,Non-TT,CreativeWriting,Wiki,https://jobs.nmsu.edu/postings/21911 | https://chroniclevitae.com/jobs/0000886334-01 | https://jobs.nmsu.edu/postings/22165
Oberlin College (OH) - Visiting Assistant Professor of Creative Writing (Fiction) - POSITION FILLED,2015,http://new.oberlin.edu/home/jobs/ | https://apply.interfolio.com/28896 | https://www.mla.org/jil_results?function=jil_search&field_category=U105 | https://www.mla.org/jil_results?function=jil_search&language_category=L001,Non-TT,CreativeWriting,Wiki,http://new.oberlin.edu/home/jobs/ | https://apply.interfolio.com/28896 | https://www.mla.org/jil_results?function=jil_search&field_category=U105 | https://www.mla.org/jil_results?function=jil_search&language_category=L001
